"CAINC1 County personal income summary: personal income, population, per capita personal income"
"CAINC1 County personal income summary: personal income, population, per capita personal income"
County
GeoFIPS,GeoName,2022,2023,2024
33001,"Belknap, NH",4901638,5278113,5566741
33003,"Carroll, NH",3874849,4231226,4488438
33005,"Cheshire, NH",4975696,5207082,5504411
33007,"Coos, NH",1674774,1775796,1886071
33009,"Grafton, NH",6999670,7596297,7990027
33011,"Hillsborough, NH",31131001,32837169,34640677
33013,"Merrimack, NH",10964315,11675545,12337889
33015,"Rockingham, NH",29495231,30692178,32312940
33017,"Strafford, NH",8357819,8816797,9297255
33019,"Sullivan, NH",2835839,3038429,3195810
34001,"Atlantic, NJ",15771609,16686493,17636369
34003,"Bergen, NJ",91972629,98714052,103942322
34005,"Burlington, NJ",33094170,35232620,37195463
34007,"Camden, NJ",32535048,34455364,36195828
34009,"Cape May, NJ",6999056,7403391,7735268
34011,"Cumberland, NJ",7224327,7555675,7915069
34013,"Essex, NJ",64968559,68987847,73053210
34015,"Gloucester, NJ",19213771,20237128,21323961
34017,"Hudson, NJ",53541900,57639320,60966556
34019,"Hunterdon, NJ",12953689,13755437,14487623
34021,"Mercer, NJ",30546321,32357470,34142514
34023,"Middlesex, NJ",61432362,65225783,68799825
34025,"Monmouth, NJ",60938353,64810945,67916526
34027,"Morris, NJ",55811024,59530345,62616260
34029,"Ocean, NJ",38443427,40648296,42716507
34031,"Passaic, NJ",29467427,31180753,32849009
34033,"Salem, NJ",3580765,3770874,3952467
34035,"Somerset, NJ",39280585,40943759,43268509
34037,"Sussex, NJ",10371979,10903032,11450599
34039,"Union, NJ",44726640,47785022,50593811
34041,"Warren, NJ",6974515,7404700,7801008
35001,"Bernalillo, NM",37893170,39989816,42209676
35003,"Catron, NM",157877,159762,168996
35005,"Chaves, NM",3371428,3264629,3441914
35006,"Cibola, NM*",938936,933792,971285
35007,"Colfax, NM",610901,631175,647814
35009,"Curry, NM",2691341,2666787,2780294
35011,"De Baca, NM",96661,104888,107142
35013,"Doña Ana, NM",10335497,10768476,11409025
35015,"Eddy, NM",4337672,4602832,4816924
35017,"Grant, NM",1416110,1443736,1508358
35019,"Guadalupe, NM",191571,202983,212433
35021,"Harding, NM",31414,32632,32541
35023,"Hidalgo, NM",215757,222192,224963
35025,"Lea, NM",3966004,4205221,4462969
35027,"Lincoln, NM",1045641,1100021,1146501
35028,"Los Alamos, NM",1678439,1801491,1935591
35029,"Luna, NM",983749,1021075,1055314
35031,"McKinley, NM",2477872,2475418,2556818
35033,"Mora, NM",226745,240472,250915
35035,"Otero, NM",2911513,3025684,3113617
35037,"Quay, NM",413717,405992,397825
35039,"Rio Arriba, NM",1786472,1845195,1936036
35041,"Roosevelt, NM",995142,968114,1021166
35043,"Sandoval, NM",8228498,8827648,9467985
35045,"San Juan, NM",5325661,5550317,5790899
35047,"San Miguel, NM",1233044,1275120,1327587
35049,"Santa Fe, NM",11378310,12252036,13011476
35051,"Sierra, NM",567502,572092,598710
35053,"Socorro, NM",708821,720835,755210
35055,"Taos, NM",1639685,1737458,1843017
35057,"Torrance, NM",701836,729258,784105
35059,"Union, NM",177653,161825,150190
35061,"Valencia, NM*",3545650,3695336,3948939
36001,"Albany, NY",23390947,25211801,26683255
36003,"Allegany, NY",1904704,1975472,2113726
36005,"Bronx, NY",59077904,62081979,64786886
36007,"Broome, NY",9712361,10346166,10868104
36009,"Cattaraugus, NY",3507513,3710083,3873038
36011,"Cayuga, NY",3893445,4040529,4252308
36013,"Chautauqua, NY",5937644,6165742,6484174
36015,"Chemung, NY",4264555,4390685,4555083
36017,"Chenango, NY",2380174,2526062,2700808
36019,"Clinton, NY",4091436,4321497,4462433
36021,"Columbia, NY",4312654,4579619,4787054
36023,"Cortland, NY",2259994,2322687,2411074
36025,"Delaware, NY",2107594,2225552,2368076
36027,"Dutchess, NY",20101163,21367125,22554107
36029,"Erie, NY",55476480,58895712,61599944
36031,"Essex, NY",2027301,2158199,2310025
36033,"Franklin, NY",2330635,2493238,2623638
36035,"Fulton, NY",2677355,2815766,2960242
36037,"Genesee, NY",2937671,3090560,3219922
36039,"Greene, NY",2754288,2924928,3065807
36041,"Hamilton, NY",281447,302883,312473
36043,"Herkimer, NY",2957543,3129691,3276965
36045,"Jefferson, NY",6151666,6355214,6579040
36047,"Kings, NY",165061102,173794772,181733494
36049,"Lewis, NY",1477943,1499037,1564957
36051,"Livingston, NY",3115165,3252089,3422124
36053,"Madison, NY",3779297,3913953,4114066
36055,"Monroe, NY",45277219,48017725,50535741
36057,"Montgomery, NY",2403572,2535102,2675003
36059,"Nassau, NY",136743279,145643511,152332529
36061,"New York, NY",319085337,339006874,360487892
36063,"Niagara, NY",11177386,11921770,12412433
36065,"Oneida, NY",12112888,12708697,13317807
36067,"Onondaga, NY",28634044,29835711,31508406
36069,"Ontario, NY",6937881,7344739,7739007
36071,"Orange, NY",23334728,24752568,26005210
36073,"Orleans, NY",1828074,1945471,2027645
36075,"Oswego, NY",5617531,5900043,6231698
36077,"Otsego, NY",3051506,3200113,3412522
36079,"Putnam, NY",7839278,8295787,8705241
36081,"Queens, NY",130548344,138384788,144438603
36083,"Rensselaer, NY",9233492,9818519,10366823
36085,"Richmond, NY",30951315,32762218,34253527
36087,"Rockland, NY",22891486,24101480,25390185
36089,"St. Lawrence, NY",4876922,5131844,5406756
36091,"Saratoga, NY",18285931,19699543,20871140
36093,"Schenectady, NY",9109277,9758750,10325522
36095,"Schoharie, NY",1524440,1613306,1688508
36097,"Schuyler, NY",884832,917389,951842
36099,"Seneca, NY",1584023,1629176,1701894
36101,"Steuben, NY",5089166,5227715,5448953
36103,"Suffolk, NY",127753158,135280347,141477402
36105,"Sullivan, NY",4388881,4681677,4877502
36107,"Tioga, NY",2488248,2627580,2750472
36109,"Tompkins, NY",5388010,5694646,5965420
36111,"Ulster, NY",11447394,12058914,12641910
36113,"Warren, NY",4107713,4381960,4585518
36115,"Washington, NY",2945684,3083442,3222176
36117,"Wayne, NY",5008497,5255102,5489759
36119,"Westchester, NY",122509556,130724412,137298028
36121,"Wyoming, NY",2010705,2020669,2121360
36123,"Yates, NY",1240781,1278294,1332787
37001,"Alamance, NC",8736915,9290991,9924050
37003,"Alexander, NC",1778369,1833886,1961567
37005,"Alleghany, NC",501634,544667,589536
37007,"Anson, NC",1131627,1137986,1243876
37009,"Ashe, NC",1197375,1307647,1403912
37011,"Avery, NC",826171,906691,959921
37013,"Beaufort, NC",2426234,2581118,2764162
37015,"Bertie, NC",848944,847448,912220
37017,"Bladen, NC",1461122,1517423,1618428
37019,"Brunswick, NC",8984322,9914927,10738965
37021,"Buncombe, NC",17055183,18482890,19718708
37023,"Burke, NC",4022891,4242359,4519859
37025,"Cabarrus, NC",13033729,14016257,14968044
37027,"Caldwell, NC",3671877,3848421,4086261
37029,"Camden, NC",618129,659346,699551
37031,"Carteret, NC",4462708,4857864,5211597
37033,"Caswell, NC",936658,1008804,1077962
37035,"Catawba, NC",9023459,9485344,10084371
37037,"Chatham, NC",6571320,7161629,7686041
37039,"Cherokee, NC",1181452,1279656,1370882
37041,"Chowan, NC",712904,762742,801513
37043,"Clay, NC",521079,568072,608462
37045,"Cleveland, NC",4615791,4912579,5230393
37047,"Columbus, NC",2221235,2308846,2452105
37049,"Craven, NC",5540182,5971774,6450941
37051,"Cumberland, NC",15680560,16601552,17727538
37053,"Currituck, NC",1803386,1959293,2098244
37055,"Dare, NC",2816676,2998129,3192578
37057,"Davidson, NC",8551021,9014338,9601372
37059,"Davie, NC",2685585,2869689,3075165
37061,"Duplin, NC",2726549,2726239,2947394
37063,"Durham, NC",20466800,22109931,23736861
37065,"Edgecombe, NC",2159437,2308921,2461649
37067,"Forsyth, NC",22667513,23974661,25476938
37069,"Franklin, NC",3511658,3810724,4157024
37071,"Gaston, NC",11758033,12572079,13406826
37073,"Gates, NC",528153,548131,576065
37075,"Graham, NC",332218,361525,389658
37077,"Granville, NC",2964824,3170398,3374391
37079,"Greene, NC",810050,826729,886347
37081,"Guilford, NC",31093205,33369860,35577232
37083,"Halifax, NC",2145986,2239390,2377506
37085,"Harnett, NC",6339330,6774834,7323450
37087,"Haywood, NC",3187542,3437890,3686023
37089,"Henderson, NC",6588498,7207344,7689259
37091,"Hertford, NC",871938,901532,954990
37093,"Hoke, NC",2243278,2365485,2554318
37095,"Hyde, NC",227792,247770,260164
37097,"Iredell, NC",12484002,13465608,14468458
37099,"Jackson, NC",1964681,2108169,2258133
37101,"Johnston, NC",11814223,12730529,13822316
37103,"Jones, NC",466101,473156,510702
37105,"Lee, NC",3342390,3653694,3933518
37107,"Lenoir, NC",2829886,2956754,3153787
37109,"Lincoln, NC",5457862,5897903,6328674
37111,"McDowell, NC",2021662,2129542,2286157
37113,"Macon, NC",1885025,2071687,2166953
37115,"Madison, NC",984808,1058834,1138325
37117,"Martin, NC",913607,956334,1009206
37119,"Mecklenburg, NC",90314022,97002272,103858464
37121,"Mitchell, NC",668179,724220,763165
37123,"Montgomery, NC",1212799,1243284,1323406
37125,"Moore, NC",6858152,7335877,7905812
37127,"Nash, NC",4854401,5128929,5501243
37129,"New Hanover, NC",14600374,15930818,16952082
37131,"Northampton, NC",812599,833831,875733
37133,"Onslow, NC",10802547,11410477,12234134
37135,"Orange, NC",11745821,12662348,13419175
37137,"Pamlico, NC",656379,710827,748408
37139,"Pasquotank, NC",1968272,2100591,2233571
37141,"Pender, NC",3365753,3668561,3965368
37143,"Perquimans, NC",707788,752580,793223
37145,"Person, NC",1843655,1990040,2118139
37147,"Pitt, NC",9371287,9862776,10623837
37149,"Polk, NC",1258733,1374435,1467836
37151,"Randolph, NC",6944016,7252073,7706424
37153,"Richmond, NC",1967040,2019727,2162567
37155,"Robeson, NC",4956110,5166951,5521972
37157,"Rockingham, NC",4263768,4474148,4754446
37159,"Rowan, NC",7013865,7465367,7931769
37161,"Rutherford, NC",2769438,2906780,3115387
37163,"Sampson, NC",2848039,2834621,3076647
37165,"Scotland, NC",1438507,1500066,1618543
37167,"Stanly, NC",3118901,3381350,3650654
37169,"Stokes, NC",2128190,2246751,2398524
37171,"Surry, NC",3554179,3659043,3882617
37173,"Swain, NC",732125,774547,832023
37175,"Transylvania, NC",1897005,2073044,2204453
37177,"Tyrrell, NC",148872,161797,165295
37179,"Union, NC",17403669,18819343,20156290
37181,"Vance, NC",1854180,1977589,2091572
37183,"Wake, NC",90981772,97971738,105463340
37185,"Warren, NC",703101,735288,781032
37187,"Washington, NC",494368,520618,541009
37189,"Watauga, NC",2722972,2944735,3104161
37191,"Wayne, NC",5781206,6017116,6492893
37193,"Wilkes, NC",3237977,3274925,3500715
37195,"Wilson, NC",3884198,4120488,4391977
37197,"Yadkin, NC",1826181,1915621,2047216
37199,"Yancey, NC",810516,876776,928903
38001,"Adams, ND",130019,113923,109481
38003,"Barnes, ND",801855,799292,707677
38005,"Benson, ND",386291,341910,313792
38007,"Billings, ND",84213,85090,88413
38009,"Bottineau, ND",567741,511814,487315
38011,"Bowman, ND",209829,199040,212314
38013,"Burke, ND",218043,182935,179317
38015,"Burleigh, ND",7206252,7450656,7807653
38017,"Cass, ND",13467190,14297219,14893611
38019,"Cavalier, ND",485949,372356,336364
38021,"Dickey, ND",485691,509585,471494
38023,"Divide, ND",163635,137105,121677
38025,"Dunn, ND",410175,404115,402264
38027,"Eddy, ND",208007,188328,179046
38029,"Emmons, ND",290805,228537,188368
38031,"Foster, ND",294787,259174,232101
38033,"Golden Valley, ND",95354,80473,81509
38035,"Grand Forks, ND",4452567,4730249,4899994
38037,"Grant, ND",144649,115919,110302
38039,"Griggs, ND",212447,193238,165811
38041,"Hettinger, ND",164957,121756,109660
38043,"Kidder, ND",194981,189347,170112
38045,"LaMoure, ND",381517,378005,306577
38047,"Logan, ND",153510,135088,115131
38049,"McHenry, ND",402988,371245,349478
38051,"McIntosh, ND",213890,181981,166522
38053,"McKenzie, ND",1112606,1160042,1227510
38055,"McLean, ND",767892,711748,693012
38057,"Mercer, ND",543615,562944,583811
38059,"Morton, ND",2089356,2125538,2204410
38061,"Mountrail, ND",775183,747347,755058
38063,"Nelson, ND",275311,244807,233229
38065,"Oliver, ND",114644,104279,98970
38067,"Pembina, ND",610470,597799,573287
38069,"Pierce, ND",289267,250410,233406
38071,"Ramsey, ND",796477,775724,753449
38073,"Ransom, ND",429260,447822,404456
38075,"Renville, ND",257832,210240,189829
38077,"Richland, ND",1097398,1218675,1141873
38079,"Rolette, ND",687584,667336,679421
38081,"Sargent, ND",349847,372683,301282
38083,"Sheridan, ND",120981,82692,65896
38085,"Sioux, ND",148106,132850,125433
38087,"Slope, ND",43727,27510,24162
38089,"Stark, ND",2238295,2363151,2470829
38091,"Steele, ND",195219,173016,138633
38093,"Stutsman, ND",1455605,1476050,1428741
38095,"Towner, ND",261491,201935,165454
38097,"Traill, ND",591115,588732,568597
38099,"Walsh, ND",792229,773198,758972
38101,"Ward, ND",4413402,4566260,4710148
38103,"Wells, ND",414515,343906,312350
38105,"Williams, ND",2764530,2947387,3105152
39001,"Adams, OH",1184661,1259121,1328304
39003,"Allen, OH",5135848,5444549,5655112
39005,"Ashland, OH",2498682,2660876,2790541
39007,"Ashtabula, OH",4610867,4908167,5161073
39009,"Athens, OH",2492168,2633957,2777816
39011,"Auglaize, OH",2607593,2796954,2908687
39013,"Belmont, OH",3168785,3370734,3556507
39015,"Brown, OH",2046988,2141309,2221126
39017,"Butler, OH",21685283,22837978,23987345
39019,"Carroll, OH",1288363,1364173,1414976
39021,"Champaign, OH",1906986,2046180,2126062
39023,"Clark, OH",6469009,6840232,7136493
39025,"Clermont, OH",12722399,13489379,14182349
39027,"Clinton, OH",2159760,2298535,2347475
39029,"Columbiana, OH",4562046,4836503,5109226
39031,"Coshocton, OH",1554342,1659643,1728178
39033,"Crawford, OH",1909362,2020789,2075538
39035,"Cuyahoga, OH",79990604,86183030,90311785
39037,"Darke, OH",2711953,2933733,3083356
39039,"Defiance, OH",1834220,1913330,1977881
39041,"Delaware, OH",19978910,21523748,22980985
39043,"Erie, OH",4324860,4518814,4677610
39045,"Fairfield, OH",9079901,9661874,10264513
39047,"Fayette, OH",1374116,1440720,1460569
39049,"Franklin, OH",80872516,85556726,90471869
39051,"Fulton, OH",2273460,2381284,2457575
39053,"Gallia, OH",1372331,1460084,1542993
39055,"Geauga, OH",7762057,8363981,8788039
39057,"Greene, OH",10260366,10974292,11594340
39059,"Guernsey, OH",1864121,1959910,2015649
39061,"Hamilton, OH",59503262,63256801,66140150
39063,"Hancock, OH",4449221,5097604,5261329
39065,"Hardin, OH",1231271,1303152,1357812
39067,"Harrison, OH",675143,738818,777943
39069,"Henry, OH",1464101,1526370,1543433
39071,"Highland, OH",1935548,2025287,2100679
39073,"Hocking, OH",1281898,1326856,1377957
39075,"Holmes, OH",2530836,2715992,2853731
39077,"Huron, OH",2812535,2940753,3031361
39079,"Jackson, OH",1347580,1414099,1488093
39081,"Jefferson, OH",2981928,3112128,3257937
39083,"Knox, OH",3315723,3553857,3721869
39085,"Lake, OH",13874108,14721371,15477249
39087,"Lawrence, OH",2739441,2887685,3039707
39089,"Licking, OH",10154524,10781973,11364978
39091,"Logan, OH",2274725,2428773,2546204
39093,"Lorain, OH",17681340,18828144,19895746
39095,"Lucas, OH",23174634,24615957,25700202
39097,"Madison, OH",2337428,2446980,2548838
39099,"Mahoning, OH",11709058,12562077,13179361
39101,"Marion, OH",2815548,2957496,3074339
39103,"Medina, OH",12209290,12949426,13608553
39105,"Meigs, OH",928872,978667,1029201
39107,"Mercer, OH",2609688,2888296,3099109
39109,"Miami, OH",6245513,6599565,6974777
39111,"Monroe, OH",565545,594469,615465
39113,"Montgomery, OH",29455239,31240178,32674137
39115,"Morgan, OH",589785,630562,657465
39117,"Morrow, OH",1738821,1843064,1923401
39119,"Muskingum, OH",4304437,4524987,4751406
39121,"Noble, OH",450583,478468,498554
39123,"Ottawa, OH",2514964,2657028,2729199
39125,"Paulding, OH",956537,1019616,1046208
39127,"Perry, OH",1660681,1744391,1832895
39129,"Pickaway, OH",3033445,3190489,3350539
39131,"Pike, OH",1246592,1316812,1397872
39133,"Portage, OH",8726288,9240813,9727672
39135,"Preble, OH",2010758,2116867,2193503
39137,"Putnam, OH",2053871,2184400,2237165
39139,"Richland, OH",5699545,5991313,6243861
39141,"Ross, OH",3456518,3584320,3715167
39143,"Sandusky, OH",2895205,3057792,3125707
39145,"Scioto, OH",3361809,3558629,3696455
39147,"Seneca, OH",2627728,2768467,2849299
39149,"Shelby, OH",2523401,2664363,2762740
39151,"Stark, OH",20147683,21328769,22430120
39153,"Summit, OH",32746174,34730215,36453810
39155,"Trumbull, OH",9382434,9989302,10511454
39157,"Tuscarawas, OH",4982480,5414917,5689921
39159,"Union, OH",4640713,5052369,5423275
39161,"Van Wert, OH",1441170,1530981,1567025
39163,"Vinton, OH",515724,545893,563664
39165,"Warren, OH",18330491,19589297,20746505
39167,"Washington, OH",3031157,3268788,3353213
39169,"Wayne, OH",6277661,6846194,7115059
39171,"Williams, OH",1831419,1900078,1934713
39173,"Wood, OH",7508325,7986973,8330598
39175,"Wyandot, OH",1199181,1283649,1313181
40001,"Adair, OK",826009,839262,874690
40003,"Alfalfa, OK",252628,280724,261905
40005,"Atoka, OK",506565,540888,565150
40007,"Beaver, OK",342752,355529,351673
40009,"Beckham, OK",861455,941935,980449
40011,"Blaine, OK",441406,469965,482175
40013,"Bryan, OK",2124772,2281604,2415111
40015,"Caddo, OK",1172753,1241389,1299191
40017,"Canadian, OK",8872094,9567828,10321348
40019,"Carter, OK",2464343,2604338,2731626
40021,"Cherokee, OK",1966715,2081624,2200405
40023,"Choctaw, OK",565554,612003,661288
40025,"Cimarron, OK",149877,182936,169714
40027,"Cleveland, OK",15518331,16534088,17433112
40029,"Coal, OK",232825,249158,261168
40031,"Comanche, OK",5907642,6225875,6669923
40033,"Cotton, OK",283036,298919,312707
40035,"Craig, OK",637033,677025,703144
40037,"Creek, OK",3495572,3718389,3940564
40039,"Custer, OK",1330463,1381915,1442771
40041,"Delaware, OK",1840128,1931011,2025914
40043,"Dewey, OK",228263,271244,263859
40045,"Ellis, OK",225884,233657,243372
40047,"Garfield, OK",3064127,3222638,3353992
40049,"Garvin, OK",1234691,1296367,1345726
40051,"Grady, OK",2724230,2902961,3080743
40053,"Grant, OK",232962,257118,246848
40055,"Greer, OK",208769,220671,224131
40057,"Harmon, OK",142609,143717,153510
40059,"Harper, OK",191790,219466,236325
40061,"Haskell, OK",519161,548718,559446
40063,"Hughes, OK",615666,637235,712640
40065,"Jackson, OK",1277585,1327015,1371740
40067,"Jefferson, OK",232119,238375,249729
40069,"Johnston, OK",472731,513796,542219
40071,"Kay, OK",2094527,2165249,2224029
40073,"Kingfisher, OK",1085718,1140488,1197949
40075,"Kiowa, OK",400699,398265,410300
40077,"Latimer, OK",381816,401501,405807
40079,"Le Flore, OK",2049403,2132299,2252195
40081,"Lincoln, OK",1499890,1619648,1697753
40083,"Logan, OK",2520963,2697890,2852883
40085,"Love, OK",444288,470457,490644
40087,"McClain, OK",2492933,2694147,2886561
40089,"McCurtain, OK",1376040,1410227,1469788
40091,"McIntosh, OK",816473,875409,908597
40093,"Major, OK",364575,396115,404270
40095,"Marshall, OK",725553,787065,827530
40097,"Mayes, OK",1780552,1905520,2033459
40099,"Murray, OK",644857,692008,733273
40101,"Muskogee, OK",2997494,3163330,3322922
40103,"Noble, OK",545998,588080,609661
40105,"Nowata, OK",427284,461072,483395
40107,"Okfuskee, OK",420546,451576,469812
40109,"Oklahoma, OK",57262809,60182837,62672140
40111,"Okmulgee, OK",1580495,1656055,1728984
40113,"Osage, OK",1976452,2081942,2202563
40115,"Ottawa, OK",1395021,1448630,1515313
40117,"Pawnee, OK",683516,722807,768289
40119,"Payne, OK",3687122,3892570,4121797
40121,"Pittsburg, OK",1864095,1976458,2020481
40123,"Pontotoc, OK",2027014,2156387,2305566
40125,"Pottawatomie, OK",3457635,3584183,3774760
40127,"Pushmataha, OK",422858,450604,466339
40129,"Roger Mills, OK",163463,183535,179075
40131,"Rogers, OK",5217325,5636739,5969182
40133,"Seminole, OK",993637,1046353,1088306
40135,"Sequoyah, OK",1701097,1794829,1894699
40137,"Stephens, OK",2204442,2331704,2432938
40139,"Texas, OK",1180323,1293304,1410968
40141,"Tillman, OK",282783,270785,265332
40143,"Tulsa, OK",51061698,54904336,58147122
40145,"Wagoner, OK",4233324,4577185,4875721
40147,"Washington, OK",5855922,5764536,6852041
40149,"Washita, OK",442869,462230,467483
40151,"Woods, OK",428787,456820,447421
40153,"Woodward, OK",827512,925963,934534
41001,"Baker, OR",847750,894358,945285
41003,"Benton, OR",5464771,5858203,6178553
41005,"Clackamas, OR",31905496,34051421,35786923
41007,"Clatsop, OR",2337833,2475515,2597695
41009,"Columbia, OR",2974694,3141328,3290190
41011,"Coos, OR",3583497,3799326,4032096
41013,"Crook, OR",1420263,1560352,1698318
41015,"Curry, OR",1238397,1327297,1395637
41017,"Deschutes, OR",15580611,16829997,18229253
41019,"Douglas, OR",5627413,5886859,6257916
41021,"Gilliam, OR",147812,149389,145376
41023,"Grant, OR",375445,395402,415281
41025,"Harney, OR",392554,405301,424634
41027,"Hood River, OR",1593422,1695953,1778484
41029,"Jackson, OR",12899472,13763457,14563913
41031,"Jefferson, OR",1110757,1189800,1278061
41033,"Josephine, OR",4498276,4721963,5049946
41035,"Klamath, OR",3409993,3598157,3837212
41037,"Lake, OR",400413,428003,434395
41039,"Lane, OR",21988438,23489555,24859409
41041,"Lincoln, OR",2801614,3010455,3173765
41043,"Linn, OR",7039094,7551177,7945326
41045,"Malheur, OR",1268892,1315771,1388703
41047,"Marion, OR",19141781,20091515,21219683
41049,"Morrow, OR",735122,741906,742805
41051,"Multnomah, OR",56823318,59866002,62854089
41053,"Polk, OR",4617533,4877183,5184024
41055,"Sherman, OR",133776,134433,118747
41057,"Tillamook, OR",1592987,1692925,1762958
41059,"Umatilla, OR",4041538,4315553,4506782
41061,"Union, OR",1312390,1400462,1464405
41063,"Wallowa, OR",433199,473218,509277
41065,"Wasco, OR",1420594,1516528,1593781
41067,"Washington, OR",44874511,47538625,49726088
41069,"Wheeler, OR",65000,71214,76396
41071,"Yamhill, OR",6329211,6721311,7116877
42001,"Adams, PA",5967686,6221733,6500082
42003,"Allegheny, PA",87550538,91792254,95693200
42005,"Armstrong, PA",3659756,3772794,3868750
42007,"Beaver, PA",9112188,9559510,9915886
42009,"Bedford, PA",2378424,2448113,2567609
42011,"Berks, PA",25276481,26474594,27639119
42013,"Blair, PA",6628370,6967089,7239944
42015,"Bradford, PA",2922555,3013631,3094998
42017,"Bucks, PA",56456435,59972972,62844148
42019,"Butler, PA",13509920,14516034,15266023
42021,"Cambria, PA",6297136,6649336,6868871
42023,"Cameron, PA",226022,240638,239671
42025,"Carbon, PA",3818506,3731120,3885089
42027,"Centre, PA",8618880,9040987,9439603
42029,"Chester, PA",55399329,59078321,62177057
42031,"Clarion, PA",1767686,1819245,1873673
42033,"Clearfield, PA",4262735,4343117,4482136
42035,"Clinton, PA",1748101,1819121,1876672
42037,"Columbia, PA",3251575,3439713,3587583
42039,"Crawford, PA",4004993,4115797,4281583
42041,"Cumberland, PA",17576687,18663740,19703660
42043,"Dauphin, PA",16719659,17502106,18283133
42045,"Delaware, PA",45267843,47633694,49769749
42047,"Elk, PA",1541045,1629463,1692539
42049,"Erie, PA",13817963,14566506,15145982
42051,"Fayette, PA",6158282,6371718,6561314
42053,"Forest, PA",187221,195412,199576
42055,"Franklin, PA",8748044,9094489,9587279
42057,"Fulton, PA",695518,708812,761576
42059,"Greene, PA",1742224,1828926,1870100
42061,"Huntingdon, PA",1990027,2051789,2149581
42063,"Indiana, PA",3798669,3982944,4122869
42065,"Jefferson, PA",2109783,2187044,2248420
42067,"Juniata, PA",1388990,1363771,1421865
42069,"Lackawanna, PA",11713109,12286624,12741829
42071,"Lancaster, PA",35641673,36771718,38657392
42073,"Lawrence, PA",4314470,4569183,4695697
42075,"Lebanon, PA",8161996,8426951,8847634
42077,"Lehigh, PA",23414989,24705613,25805370
42079,"Luzerne, PA",16580528,17508829,18264033
42081,"Lycoming, PA",5741015,6109666,6313010
42083,"McKean, PA",1945573,2028820,2099969
42085,"Mercer, PA",5293186,5539248,5745322
42087,"Mifflin, PA",2170692,2217109,2348393
42089,"Monroe, PA",8668602,9019528,9422478
42091,"Montgomery, PA",81829035,87211028,91769650
42093,"Montour, PA",1208362,1251783,1309550
42095,"Northampton, PA",20296004,21453900,22399177
42097,"Northumberland, PA",4356114,4548334,4680190
42099,"Perry, PA",2522367,2600973,2733789
42101,"Philadelphia, PA",91887036,93742574,96312500
42103,"Pike, PA",3385190,3623582,3812881
42105,"Potter, PA",745211,794769,810672
42107,"Schuylkill, PA",7111816,7378201,7665910
42109,"Snyder, PA",2096411,2131715,2212280
42111,"Somerset, PA",3413491,3579236,3710939
42113,"Sullivan, PA",330521,343847,356201
42115,"Susquehanna, PA",2255705,2305395,2386900
42117,"Tioga, PA",1914753,1925656,1984342
42119,"Union, PA",2172633,2239428,2352084
42121,"Venango, PA",2439175,2516166,2552188
42123,"Warren, PA",1845887,1918245,1963743
42125,"Washington, PA",14889486,15462356,16153822
42127,"Wayne, PA",2768757,2934561,3054041
42129,"Westmoreland, PA",21109399,22302743,23200161
42131,"Wyoming, PA",1421466,1464984,1520735
42133,"York, PA",26793981,28240671,29637415
44001,"Bristol, RI",4457527,4740356,5010631
44003,"Kent, RI",11718081,12408033,12955417
44005,"Newport, RI",7249076,7455435,7932236
44007,"Providence, RI",37089062,39285556,41257642
44009,"Washington, RI",10366390,10888461,11397804
45001,"Abbeville, SC",1001082,1047721,1111178
45003,"Aiken, SC",9076440,9612746,10168289
45005,"Allendale, SC",323700,342582,364862
45007,"Anderson, SC",10102123,10750749,11515301
45009,"Bamberg, SC",544527,569731,619306
45011,"Barnwell, SC",827947,854696,904949
45013,"Beaufort, SC",14954800,16253490,17216898
45015,"Berkeley, SC",12656293,14148423,15432985
45017,"Calhoun, SC",711026,753440,806197
45019,"Charleston, SC",33087835,36556057,39027233
45021,"Cherokee, SC",2270064,2349105,2510427
45023,"Chester, SC",1386391,1468546,1566031
45025,"Chesterfield, SC",1715310,1775668,1855890
45027,"Clarendon, SC",1432014,1516846,1602157
45029,"Colleton, SC",1690053,1787850,1928049
45031,"Darlington, SC",3004281,3114073,3266100
45033,"Dillon, SC",1085300,1132676,1206026
45035,"Dorchester, SC",8262338,8779869,9548653
45037,"Edgefield, SC",1316886,1409820,1480108
45039,"Fairfield, SC",1020115,1088599,1168276
45041,"Florence, SC",7157142,7604782,8028831
45043,"Georgetown, SC",3847700,4187139,4424522
45045,"Greenville, SC",31755098,34193091,36584709
45047,"Greenwood, SC",3071571,3251335,3439479
45049,"Hampton, SC",757322,800346,865567
45051,"Horry, SC",18575533,20635411,22283769
45053,"Jasper, SC",1450072,1586032,1787453
45055,"Kershaw, SC",3642871,3965664,4354722
45057,"Lancaster, SC",5821259,6333355,6819925
45059,"Laurens, SC",2887547,3057492,3247528
45061,"Lee, SC",693938,710377,748833
45063,"Lexington, SC",17509498,18791267,20103358
45065,"McCormick, SC",460671,493341,535790
45067,"Marion, SC",1187802,1260687,1335880
45069,"Marlboro, SC",989962,994624,1053889
45071,"Newberry, SC",1842855,1966059,2108397
45073,"Oconee, SC",4424037,4754120,5056264
45075,"Orangeburg, SC",3543116,3718206,3944885
45077,"Pickens, SC",6308152,6759959,7199343
45079,"Richland, SC",22746607,24301025,26089048
45081,"Saluda, SC",850091,896099,958369
45083,"Spartanburg, SC",17811755,19254300,20636249
45085,"Sumter, SC",4951073,5164075,5471458
45087,"Union, SC",1046355,1097713,1151263
